FLAG_MALE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,FLAG_EMPLOYED,DAYS_AGE,FLAG_CHILDREN,FLAG_APPROVED
False,False,True,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-3327,False,False,False,,2.0,False,15926,True,True
True,False,True,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2493,False,False,False,Laborers,2.0,True,9905,False,True
True,True,True,1,310500.0,Working,Higher education,Married,House / apartment,-3093,False,False,True,IT staff,3.0,True,11023,True,True
True,True,True,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,3.0,False,18948,True,False
False,True,False,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2000,False,False,False,Realty agents,2.0,True,12691,False,True
False,False,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10762,False,False,False,Accountants,2.0,True,17803,False,False
False,False,True,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3149,True,False,False,,2.0,False,19899,False,True
True,True,True,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-8022,True,False,False,Managers,2.0,True,17418,False,True
False,False,True,0,126000.0,Working,Higher education,Married,House / apartment,-460,False,True,True,Core staff,2.0,True,10075,False,True
False,False,True,0,135000.0,Pensioner,Higher education,Married,House / apartment,365243,False,True,True,,2.0,False,23640,False,True
False,True,True,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-1261,False,False,False,Medicine staff,2.0,True,17562,False,True
True,True,False,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-4745,False,True,False,,4.0,False,14561,True,False
True,False,True,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-848,True,False,False,Laborers,2.0,True,16165,False,True
False,True,False,0,292500.0,Working,Secondary / secondary special,Civil marriage,With parents,-2015,False,False,False,Core staff,2.0,True,10082,False,False
True,False,False,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2539,False,False,False,Low-skill Laborers,3.0,True,12546,True,False
True,True,False,0,900000.0,State servant,Higher education,Married,House / apartment,-1921,False,True,False,Core staff,2.0,True,23392,False,True
True,True,True,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1143,True,False,False,,1.0,False,9540,False,True
False,False,True,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,False,False,,2.0,False,21582,False,False
False,False,True,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2712,True,True,False,,1.0,False,16278,False,False
False,True,True,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,24121,False,False
False,False,False,0,85500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,False,True,False,,1.0,False,24082,False,False
False,False,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1570,False,False,False,Private service staff,2.0,True,11004,False,False
False,False,True,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-3205,False,False,False,Sales staff,2.0,True,18095,False,True
True,True,True,2,180000.0,Working,Higher education,Married,House / apartment,-2477,False,False,False,Managers,4.0,True,13174,True,False
False,False,True,0,360000.0,Working,Higher education,Married,House / apartment,-6372,False,False,False,,2.0,False,13770,False,False
False,True,True,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-5982,False,False,False,Laborers,2.0,True,19906,False,False
True,True,False,0,337500.0,Working,Higher education,Married,House / apartment,-2471,True,False,False,Managers,2.0,True,13434,False,True
False,False,True,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1236,False,False,False,Sales staff,1.0,True,11375,False,False
False,False,True,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-410,False,False,False,Core staff,1.0,True,8442,False,True
True,True,False,0,225000.0,State servant,Higher education,Married,Co-op apartment,-3415,False,True,False,Managers,2.0,True,14536,False,True
True,True,False,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-551,False,False,False,Laborers,2.0,True,10102,False,False
False,False,True,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,24306,False,False
False,False,False,0,211500.0,Commercial associate,Higher education,Married,With parents,-4690,True,True,False,Laborers,2.0,True,14636,False,True
False,True,True,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-6094,True,False,False,Core staff,4.0,True,14439,True,False
False,True,False,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-1128,False,True,False,Accountants,2.0,True,21276,False,False
False,False,False,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-3785,False,False,False,High skill tech staff,2.0,True,20875,False,False
False,False,False,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,3.0,False,18309,True,False
False,False,True,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2381,False,False,False,Accountants,1.0,True,21185,False,False
False,False,False,1,90000.0,Working,Secondary / secondary special,Married,With parents,-1462,False,False,False,Laborers,3.0,True,10253,True,True
False,True,True,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-185,False,True,False,,2.0,False,15702,False,True
True,False,False,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-109,False,False,False,Laborers,3.0,True,13574,True,False
True,True,False,0,157500.0,Working,Higher education,Married,House / apartment,-2265,False,True,False,Laborers,2.0,True,20516,False,True
True,True,False,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1526,False,True,False,Drivers,1.0,True,13999,False,False
False,False,False,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-8684,True,True,False,Accountants,2.0,True,20953,False,True
False,True,True,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5427,False,False,False,Managers,2.0,True,20412,False,False
False,False,False,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-1160,True,False,False,,2.0,False,18549,False,True
True,False,True,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-1221,False,True,False,Sales staff,1.0,True,9990,False,False
False,True,True,0,270000.0,Working,Higher education,Single / not married,House / apartment,-1195,False,False,False,,1.0,False,10679,False,False
False,False,True,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-2284,False,False,False,Laborers,3.0,True,15116,True,True
False,False,False,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-1257,False,True,False,Core staff,2.0,True,9918,False,True
True,False,True,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1200,False,False,False,Drivers,3.0,True,11935,True,True
True,False,True,0,121500.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,21410,False,True
False,False,True,1,324000.0,State servant,Higher education,Married,House / apartment,-4795,False,False,False,Managers,3.0,True,13482,True,True
False,True,True,0,157500.0,Working,Higher education,Married,House / apartment,-5547,False,False,False,Managers,2.0,True,22799,False,False
True,True,True,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-443,True,False,False,Drivers,3.0,True,11050,True,True
False,False,True,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2264,False,True,False,,2.0,False,10438,False,True
False,False,True,0,225000.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,23868,False,True
True,True,True,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22240,False,True
True,True,False,1,202500.0,Working,Secondary / secondary special,Married,With parents,-3638,False,True,False,Sales staff,3.0,True,11942,True,False
False,False,False,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-309,False,False,False,Cooking staff,2.0,True,15563,False,False
True,True,False,0,180000.0,Working,Higher education,Married,House / apartment,-2996,True,False,True,Managers,2.0,True,10472,False,False
False,False,True,0,247500.0,State servant,Higher education,Widow,House / apartment,-6200,False,False,False,,1.0,False,19955,False,True
False,False,False,1,202500.0,Working,Higher education,Married,House / apartment,-2014,True,False,False,,3.0,False,16391,True,False
False,False,True,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-412,True,True,False,Sales staff,5.0,True,16694,True,False
False,False,True,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,23421,False,False
False,False,False,0,216000.0,State servant,Higher education,Widow,House / apartment,-4242,False,True,False,Core staff,1.0,True,18408,False,False
False,False,False,2,225000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-670,True,True,False,Sales staff,3.0,True,12378,True,False
False,False,True,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-3913,True,True,False,,2.0,False,21195,False,True
False,True,True,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2168,False,False,False,Sales staff,2.0,True,19765,False,False
False,False,True,2,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-4699,True,True,False,Laborers,3.0,True,13593,True,False
False,True,False,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1478,False,False,False,Medicine staff,2.0,True,16279,False,False
True,True,False,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3846,True,False,False,Managers,3.0,True,16538,True,True
False,False,True,0,292500.0,Working,Higher education,Married,House / apartment,-1266,False,True,False,Accountants,2.0,True,13577,False,True
False,False,True,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-507,False,False,True,,3.0,False,9720,True,False
False,False,False,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,20592,False,False
True,True,False,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,19983,False,False
False,False,True,0,112500.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,22037,False,True
True,False,False,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-1537,False,False,False,Drivers,1.0,True,12784,False,True
True,True,True,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-857,False,False,False,Laborers,3.0,True,12250,True,False
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,22743,False,True
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,23026,False,True
False,True,True,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-290,False,False,False,Sales staff,3.0,True,15443,True,False
False,False,True,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5830,False,False,False,Managers,2.0,True,15941,False,False
False,False,True,0,157500.0,Working,Higher education,Married,House / apartment,-1812,False,True,False,Core staff,2.0,True,12289,False,True
False,True,True,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-1251,True,False,False,Managers,4.0,True,12002,True,True
False,False,True,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-523,False,False,False,,2.0,False,22190,False,True
False,False,True,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8375,False,False,True,High skill tech staff,2.0,True,15231,False,False
False,False,True,2,76500.0,Working,Higher education,Married,House / apartment,-741,False,False,False,Managers,4.0,True,11191,True,True
True,True,False,0,310500.0,Working,Higher education,Single / not married,House / apartment,-674,False,False,False,Laborers,1.0,True,9930,False,False
True,True,True,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-3304,True,True,False,Drivers,4.0,True,16468,True,False
True,False,False,0,270000.0,Working,Higher education,Married,Rented apartment,-408,True,True,False,Managers,2.0,True,17300,False,True
False,False,True,0,157500.0,Working,Higher education,Single / not married,House / apartment,-10600,False,False,False,Laborers,1.0,True,22235,False,False
False,False,True,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,False,False,,1.0,False,22576,False,False
False,False,True,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9320,True,False,False,High skill tech staff,2.0,True,17104,False,False
True,False,True,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-191,False,True,True,Security staff,2.0,True,20931,False,False
False,False,True,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2878,False,False,False,Laborers,2.0,True,19482,False,False
True,False,False,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-1223,True,False,False,Core staff,3.0,True,13040,True,True
False,False,True,0,247500.0,Working,Higher education,Married,House / apartment,-200,False,True,False,Sales staff,2.0,True,19852,False,False
False,True,False,0,135000.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,21538,False,True
False,False,False,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4904,True,True,False,Laborers,2.0,True,16306,False,False
False,False,True,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-2147,False,True,False,Accountants,2.0,True,23844,False,True
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Married,With parents,365243,False,False,False,,2.0,False,21350,False,False
True,False,True,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-3018,True,True,False,Laborers,3.0,True,14785,True,False
True,False,True,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,21720,False,False
False,True,True,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-1707,False,False,False,Managers,2.0,True,10213,False,True
True,True,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-195,False,False,False,Drivers,2.0,True,12222,False,False
True,False,True,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2808,False,False,False,,3.0,False,10321,True,True
False,False,True,0,45000.0,Pensioner,Lower secondary,Married,House / apartment,365243,False,False,False,,2.0,False,22250,False,True
True,False,False,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3283,False,False,False,Drivers,2.0,True,12338,False,True
False,True,False,2,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-1701,False,False,False,Security staff,3.0,True,10625,True,True
False,False,True,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11589,True,True,False,Cleaning staff,1.0,True,23007,False,True
True,True,False,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-2443,False,False,False,High skill tech staff,2.0,True,10750,False,False
False,True,True,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1442,True,True,False,,3.0,False,11146,True,True
False,False,True,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-970,False,False,False,Managers,1.0,True,19604,False,True
False,False,True,1,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-5363,False,False,False,Laborers,3.0,True,14605,True,False
False,True,False,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22750,False,True
True,False,False,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-3174,False,False,False,Laborers,1.0,True,14118,False,False
False,True,True,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1724,False,False,True,Realty agents,2.0,True,10209,False,False
True,False,True,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1003,False,False,False,Laborers,2.0,True,15884,False,False
False,False,True,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,-139,True,True,False,Sales staff,2.0,True,14386,False,False
True,True,True,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-126,False,False,False,Waiters/barmen staff,1.0,True,11917,False,True
True,False,True,0,135000.0,State servant,Incomplete higher,Single / not married,House / apartment,-296,False,False,False,High skill tech staff,1.0,True,8758,False,True
True,True,True,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,-5787,False,False,False,Managers,5.0,True,15391,True,True
False,False,True,0,315000.0,Commercial associate,Higher education,Married,Municipal apartment,-1478,False,False,False,Sales staff,2.0,True,16344,False,False
True,True,True,0,315000.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,23313,False,False
False,False,True,0,135000.0,Working,Higher education,Married,House / apartment,-8491,False,False,False,Private service staff,2.0,True,22112,False,False
False,False,False,0,270000.0,Working,Higher education,Married,House / apartment,-5792,True,True,False,Managers,2.0,True,17573,False,False
True,True,True,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,False,False,,2.0,False,24780,False,True
True,False,True,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-889,False,True,False,,2.0,False,16027,False,False
True,True,False,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-674,False,False,False,Sales staff,2.0,True,8897,False,True
True,True,True,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2102,True,True,False,Drivers,3.0,True,15207,True,True
False,False,True,3,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-991,False,False,False,Cooking staff,4.0,True,10313,True,False
False,True,False,0,144000.0,Working,Higher education,Civil marriage,House / apartment,-857,True,True,False,,2.0,False,9778,False,False
True,True,True,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,-1388,False,False,False,Security staff,2.0,True,21748,False,False
True,False,False,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-2387,False,False,False,,2.0,False,13130,False,True
False,False,True,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7827,False,True,True,,2.0,False,14625,False,False
False,False,True,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,20696,False,False
False,False,True,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1540,False,False,True,Laborers,3.0,True,11380,True,False
False,False,False,0,74250.0,State servant,Secondary / secondary special,Married,House / apartment,-3141,True,False,False,Core staff,2.0,True,19931,False,False
False,False,True,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-2599,False,False,False,Managers,3.0,True,14887,True,False
False,True,True,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,-6039,False,False,False,Core staff,2.0,True,19316,False,False
False,False,True,0,315000.0,State servant,Higher education,Married,House / apartment,-11552,False,False,False,,2.0,False,18172,False,True
False,True,True,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-962,False,True,False,Sales staff,2.0,True,17330,False,False
False,False,False,1,112500.0,Commercial associate,Higher education,Married,With parents,-3272,False,False,False,Core staff,3.0,True,12331,True,False
False,False,False,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-1387,False,False,False,Laborers,1.0,True,13595,False,True
False,False,True,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-2421,False,False,False,Laborers,3.0,True,11034,True,True
False,False,False,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,20592,False,False
False,False,True,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,False,True,False,,1.0,False,21786,False,True
True,True,False,1,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,3.0,False,15776,True,False
True,False,True,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-599,False,False,False,High skill tech staff,1.0,True,8781,False,False
False,False,True,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1447,False,True,False,Cooking staff,2.0,True,11088,False,True
True,True,False,0,157500.0,Working,Incomplete higher,Married,With parents,-960,True,False,False,Drivers,2.0,True,9124,False,True
True,False,True,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-1026,True,True,False,Laborers,4.0,True,14226,True,True
False,False,True,1,180000.0,Working,Higher education,Separated,House / apartment,-1585,False,False,False,HR staff,2.0,True,15113,True,False
False,False,True,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,20460,False,False
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,24060,False,True
False,True,False,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-978,False,True,False,Sales staff,2.0,True,17372,False,True
False,False,True,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-1029,False,False,False,Laborers,2.0,True,9409,False,True
True,True,True,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-5326,False,False,False,Drivers,1.0,True,14064,False,False
True,True,True,0,315000.0,Commercial associate,Higher education,Married,Office apartment,-4387,False,False,False,Core staff,2.0,True,13630,False,False
False,False,True,0,85500.0,State servant,Secondary / secondary special,Married,House / apartment,-2457,False,False,False,Core staff,2.0,True,13894,False,True
False,False,True,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2057,False,False,False,Laborers,2.0,True,12347,False,False
False,False,False,0,67500.0,Pensioner,Higher education,Widow,House / apartment,365243,False,False,False,,1.0,False,24081,False,True
False,True,True,1,207000.0,Working,Higher education,Married,House / apartment,-2478,False,True,True,Accountants,3.0,True,10791,True,False
True,True,True,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-867,False,True,False,Drivers,3.0,True,11378,True,False
True,False,True,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-4301,True,True,False,Laborers,1.0,True,11036,False,False
False,True,True,0,225000.0,State servant,Higher education,Married,House / apartment,-9385,True,False,False,Managers,2.0,True,17822,False,False
False,True,True,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-435,False,False,False,Sales staff,3.0,True,11160,True,True
False,True,False,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-1923,True,False,False,Laborers,4.0,True,12087,True,False
True,False,True,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-869,True,False,False,Laborers,4.0,True,14006,True,False
False,True,True,2,315000.0,Commercial associate,Higher education,Married,With parents,-1327,False,False,False,Managers,4.0,True,12621,True,False
True,True,False,0,171000.0,Working,Secondary / secondary special,Married,Co-op apartment,-218,False,False,False,,2.0,False,10857,False,True
True,True,True,0,202500.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,21721,False,True
True,True,True,1,139500.0,Working,Secondary / secondary special,Married,House / apartment,-5557,True,False,False,Laborers,3.0,True,14355,True,False
False,True,False,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,-614,False,False,False,Laborers,2.0,True,12427,False,False
False,True,True,2,315000.0,Commercial associate,Higher education,Married,With parents,-1327,False,False,False,Managers,4.0,True,12621,True,False
False,True,False,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-6790,False,False,False,Core staff,1.0,True,15351,False,True
True,True,False,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-3243,False,True,False,Laborers,4.0,True,10293,True,False
False,True,True,0,135000.0,Pensioner,Higher education,Separated,House / apartment,365243,False,False,False,,1.0,False,21844,False,True
False,False,False,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-645,True,False,False,Sales staff,3.0,True,11070,True,False
False,False,True,0,126000.0,State servant,Higher education,Married,House / apartment,-6652,False,True,False,,2.0,False,15737,False,True
False,True,True,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-1390,False,True,False,Core staff,1.0,True,9130,False,True
False,True,True,1,144000.0,Working,Higher education,Separated,House / apartment,-4097,False,False,False,Core staff,2.0,True,13657,True,False
False,False,True,0,52650.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,17783,False,False
False,True,True,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-1222,False,False,False,Medicine staff,4.0,True,13141,True,False
False,False,True,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,-1020,False,True,False,Sales staff,2.0,True,15226,True,True
False,False,False,1,225000.0,Working,Incomplete higher,Married,With parents,-7379,False,False,False,Accountants,3.0,True,15817,True,True
True,True,False,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1626,False,True,False,Laborers,3.0,True,13030,True,False
False,False,True,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4410,False,False,True,Sales staff,2.0,True,16817,False,False
True,True,True,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-925,True,True,False,Drivers,3.0,True,16204,True,False
False,False,True,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-808,False,False,False,Medicine staff,2.0,True,21215,False,False
True,False,True,0,306000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2512,True,False,False,,1.0,False,12488,False,True
False,False,True,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-12870,True,True,False,Managers,2.0,True,22466,False,True
False,False,False,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-1282,False,False,False,Managers,2.0,True,14679,False,True
False,False,True,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-121,False,True,False,,1.0,False,19392,False,True
False,False,True,0,148500.0,Working,Incomplete higher,Single / not married,House / apartment,-1830,False,True,False,Medicine staff,1.0,True,9924,False,False
False,False,True,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-3062,True,True,False,Accountants,2.0,True,20063,False,True
True,True,False,0,135000.0,Working,Lower secondary,Married,Co-op apartment,-436,True,True,False,Laborers,2.0,True,13241,False,True
True,True,True,0,540000.0,Working,Secondary / secondary special,Married,House / apartment,-6348,False,True,False,,2.0,False,20074,False,False
False,True,True,0,135000.0,Working,Secondary / secondary special,Married,With parents,-6456,False,False,False,Core staff,2.0,True,15131,False,False
False,False,False,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,365243,False,True,False,,1.0,False,23291,False,True
True,False,True,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-640,True,False,False,Laborers,3.0,True,13788,True,True
False,False,False,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,True,False,,1.0,False,21688,False,True
False,True,False,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8083,False,True,False,Medicine staff,2.0,True,14909,False,True
False,True,False,0,405000.0,State servant,Higher education,Single / not married,House / apartment,-980,False,True,False,Managers,1.0,True,20052,False,False
True,True,True,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-1022,False,False,False,Drivers,2.0,True,21576,False,True
False,True,False,2,360000.0,Working,Incomplete higher,Married,House / apartment,-2213,False,False,False,Accountants,4.0,True,12730,True,False
False,False,False,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10758,False,False,False,Laborers,2.0,True,18698,False,True
False,True,True,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1736,False,True,False,Sales staff,3.0,True,14186,True,False
False,False,True,0,129150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2308,False,False,False,Drivers,1.0,True,13742,False,False
False,False,True,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,365243,False,True,False,,2.0,False,22254,False,True
False,True,False,0,180000.0,Working,Higher education,Married,With parents,-1007,True,True,False,Accountants,2.0,True,11380,False,True
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21074,False,False
False,False,True,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-897,False,False,False,Sales staff,4.0,True,15362,True,False
False,False,True,1,180000.0,Working,Higher education,Married,House / apartment,-3457,False,False,False,Managers,3.0,True,19240,True,True
False,False,True,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,365243,False,False,False,,1.0,False,24295,False,True
False,True,False,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-1344,False,True,True,Accountants,1.0,True,14096,False,False
False,False,True,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-5074,False,False,False,Laborers,2.0,True,16834,False,False
True,True,False,0,270000.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,23489,False,False
False,False,True,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,False,False,,1.0,False,22976,False,True
